"Story","Title","Result","Date","Stability","Duration (s)"
"Filter products story","Filter results by brand","SUCCESS","2018-03-05T16:52:35.969Z[UTC]","0.0","96.25"
"Filter products story","Filter results by size","SUCCESS","2018-03-05T16:54:12.711Z[UTC]","0.0","16.27"
"Filter products story","Filter results by brand and size","SUCCESS","2018-03-05T16:54:29.047Z[UTC]","0.0","18.26"
