"Story","Title","Result","Date","Stability","Duration (s)"
"Filter products story","Filter results by brand","FAILURE","2018-03-02T09:13:36.338Z[UTC]","0.0","36.34"
"Filter products story","Filter results by size","FAILURE","2018-03-02T09:14:13.515Z[UTC]","0.0","19.54"
"Sort results story","Order filter results","FAILURE","2018-03-02T09:15:07.031Z[UTC]","0.0","24.5"
